Record Length,2.50E+03,,t,V
,,,-0.001172,-0.004
,,,-0.001171,-0.004
,,,-0.00117,-0.002
,,,-0.001169,-0.002
,,,-0.001168,0.002
,,,-0.001167,-0.004
,,,-0.001166,-0.002
,,,-0.001165,-0.004
,,,-0.001164,-0.002
,,,-0.001163,-0.004
,,,-0.001162,-0.006
,,,-0.001161,-0.006
,,,-0.00116,-0.008
,,,-0.001159,-0.006
,,,-0.001158,-0.006
,,,-0.001157,-0.008
,,,-0.001156,-0.008
,,,-0.001155,-0.008
,,,-0.001154,-0.008
,,,-0.001153,-0.008
,,,-0.001152,-0.008
,,,-0.001151,-0.008
,,,-0.00115,-0.008
,,,-0.001149,-0.006
,,,-0.001148,-0.004
,,,-0.001147,-0.006
,,,-0.001146,-0.008
,,,-0.001145,-0.006
,,,-0.001144,-0.008
,,,-0.001143,-0.008
,,,-0.001142,-0.008
,,,-0.001141,-0.008
,,,-0.00114,-0.008
,,,-0.001139,-0.008
,,,-0.001138,-0.008
,,,-0.001137,-0.008
,,,-0.001136,-0.006
,,,-0.001135,-0.004
,,,-0.001134,-0.006
,,,-0.001133,-0.01
,,,-0.001132,-0.01
,,,-0.001131,-0.008
,,,-0.00113,-0.008
,,,-0.001129,-0.01
,,,-0.001128,-0.006
,,,-0.001127,-0.008
,,,-0.001126,-0.008
,,,-0.001125,-0.008
,,,-0.001124,-0.006
,,,-0.001123,-0.008
,,,-0.001122,-0.008
,,,-0.001121,-0.008
,,,-0.00112,-0.006
,,,-0.001119,-0.008
,,,-0.001118,-0.01
,,,-0.001117,-0.008
,,,-0.001116,-0.006
,,,-0.001115,-0.008
,,,-0.001114,-0.008
,,,-0.001113,-0.004
,,,-0.001112,-0.006
,,,-0.001111,-0.008
,,,-0.00111,-0.008
,,,-0.001109,-0.008
,,,-0.001108,-0.008
,,,-0.001107,-0.01
,,,-0.001106,-0.01
,,,-0.001105,-0.006
,,,-0.001104,-0.006
,,,-0.001103,-0.008
,,,-0.001102,-0.006
,,,-0.001101,-0.006
,,,-0.0011,-0.008
,,,-0.001099,-0.006
,,,-0.001098,-0.008
,,,-0.001097,-0.006
,,,-0.001096,-0.008
,,,-0.001095,-0.008
,,,-0.001094,-0.006
,,,-0.001093,-0.01
,,,-0.001092,-0.008
,,,-0.001091,-0.008
,,,-0.00109,-0.01
,,,-0.001089,-0.006
,,,-0.001088,-0.006
,,,-0.001087,-0.008
,,,-0.001086,-0.008
,,,-0.001085,-0.006
,,,-0.001084,-0.01
,,,-0.001083,-0.006
,,,-0.001082,-0.008
,,,-0.001081,-0.006
,,,-0.00108,-0.008
,,,-0.001079,-0.008
,,,-0.001078,-0.008
,,,-0.001077,-0.01
,,,-0.001076,-0.008
,,,-0.001075,-0.006
,,,-0.001074,-0.008
,,,-0.001073,-0.006
,,,-0.001072,-0.004
,,,-0.001071,-0.004
,,,-0.00107,-0.002
,,,-0.001069,-0.002
,,,-0.001068,-0.004
,,,-0.001067,-0.002
,,,-0.001066,0
,,,-0.001065,0.004
,,,-0.001064,0.004
,,,-0.001063,0.006
,,,-0.001062,0.006
,,,-0.001061,0.006
,,,-0.00106,0.004
,,,-0.001059,0.01
,,,-0.001058,0.008
,,,-0.001057,0.008
,,,-0.001056,0.008
,,,-0.001055,0.012
,,,-0.001054,0.012
,,,-0.001053,0.01
,,,-0.001052,0.012
,,,-0.001051,0.014
,,,-0.00105,0.014
,,,-0.001049,0.012
,,,-0.001048,0.012
,,,-0.001047,0.008
,,,-0.001046,0.01
,,,-0.001045,0.008
,,,-0.001044,0.004
,,,-0.001043,0.004
,,,-0.001042,0
,,,-0.001041,0
,,,-0.00104,-0.002
,,,-0.001039,-0.004
,,,-0.001038,-0.004
,,,-0.001037,-0.008
,,,-0.001036,-0.01
,,,-0.001035,-0.006
,,,-0.001034,-0.008
,,,-0.001033,-0.008
,,,-0.001032,-0.008
,,,-0.001031,-0.004
,,,-0.00103,-0.008
,,,-0.001029,-0.008
,,,-0.001028,-0.008
,,,-0.001027,-0.008
,,,-0.001026,-0.008
,,,-0.001025,-0.008
,,,-0.001024,-0.01
,,,-0.001023,-0.004
,,,-0.001022,-0.01
,,,-0.001021,-0.01
,,,-0.00102,-0.01
,,,-0.001019,-0.006
,,,-0.001018,-0.006
,,,-0.001017,-0.012
,,,-0.001016,-0.008
,,,-0.001015,-0.008
,,,-0.001014,-0.006
,,,-0.001013,-0.006
,,,-0.001012,-0.01
,,,-0.001011,-0.01
,,,-0.00101,-0.012
,,,-0.001009,-0.018
,,,-0.001008,-0.022
,,,-0.001007,-0.028
,,,-0.001006,-0.034
,,,-0.001005,-0.014
,,,-0.001004,0.008
,,,-0.001003,0.03
,,,-0.001002,0.048
,,,-0.001001,0.072
,,,-0.001,0.092
,,,-0.000999,0.112
,,,-0.000998,0.136
,,,-0.000997,0.148
,,,-0.000996,0.128
,,,-0.000995,0.104
,,,-0.000994,0.084
,,,-0.000993,0.064
,,,-0.000992,0.04
,,,-0.000991,0.02
,,,-0.00099,0
,,,-0.000989,-0.022
,,,-0.000988,-0.044
,,,-0.000987,-0.05
,,,-0.000986,-0.036
,,,-0.000985,-0.028
,,,-0.000984,-0.022
,,,-0.000983,-0.012
,,,-0.000982,-0.008
,,,-0.000981,-0.008
,,,-0.00098,-0.006
,,,-0.000979,-0.01
,,,-0.000978,-0.008
,,,-0.000977,-0.006
,,,-0.000976,-0.008
,,,-0.000975,-0.008
,,,-0.000974,-0.006
,,,-0.000973,-0.008
,,,-0.000972,-0.008
,,,-0.000971,-0.008
,,,-0.00097,-0.008
,,,-0.000969,-0.008
,,,-0.000968,-0.008
,,,-0.000967,-0.006
,,,-0.000966,-0.01
,,,-0.000965,-0.01
,,,-0.000964,-0.01
,,,-0.000963,-0.006
,,,-0.000962,-0.006
,,,-0.000961,-0.008
,,,-0.00096,-0.008
,,,-0.000959,-0.008
,,,-0.000958,-0.008
,,,-0.000957,-0.008
,,,-0.000956,-0.006
,,,-0.000955,-0.008
,,,-0.000954,-0.008
,,,-0.000953,-0.008
,,,-0.000952,-0.008
,,,-0.000951,-0.008
,,,-0.00095,-0.008
,,,-0.000949,-0.008
,,,-0.000948,-0.008
,,,-0.000947,-0.008
,,,-0.000946,-0.008
,,,-0.000945,-0.008
,,,-0.000944,-0.008
,,,-0.000943,-0.008
,,,-0.000942,-0.006
,,,-0.000941,-0.008
,,,-0.00094,-0.006
,,,-0.000939,-0.006
,,,-0.000938,-0.008
,,,-0.000937,-0.006
,,,-0.000936,-0.01
,,,-0.000935,-0.008
,,,-0.000934,-0.01
,,,-0.000933,-0.008
,,,-0.000932,-0.008
,,,-0.000931,-0.006
,,,-0.00093,-0.002
,,,-0.000929,-0.004
,,,-0.000928,-0.002
,,,-0.000927,0
,,,-0.000926,0
,,,-0.000925,0
,,,-0.000924,0
,,,-0.000923,0
,,,-0.000922,0.004
,,,-0.000921,0.004
,,,-0.00092,0.004
,,,-0.000919,0.004
,,,-0.000918,0.006
,,,-0.000917,0.008
,,,-0.000916,0.008
,,,-0.000915,0.01
,,,-0.000914,0.01
,,,-0.000913,0.01
,,,-0.000912,0.01
,,,-0.000911,0.01
,,,-0.00091,0.01
,,,-0.000909,0.012
,,,-0.000908,0.012
,,,-0.000907,0.014
,,,-0.000906,0.012
,,,-0.000905,0.014
,,,-0.000904,0.014
,,,-0.000903,0.014
,,,-0.000902,0.014
,,,-0.000901,0.016
,,,-0.0009,0.014
,,,-0.000899,0.018
,,,-0.000898,0.016
,,,-0.000897,0.018
,,,-0.000896,0.018
,,,-0.000895,0.02
,,,-0.000894,0.016
,,,-0.000893,0.018
,,,-0.000892,0.018
,,,-0.000891,0.022
,,,-0.00089,0.02
,,,-0.000889,0.018
,,,-0.000888,0.02
,,,-0.000887,0.02
,,,-0.000886,0.02
,,,-0.000885,0.02
,,,-0.000884,0.02
,,,-0.000883,0.018
,,,-0.000882,0.02
,,,-0.000881,0.022
,,,-0.00088,0.018
,,,-0.000879,0.02
,,,-0.000878,0.02
,,,-0.000877,0.02
,,,-0.000876,0.018
,,,-0.000875,0.018
,,,-0.000874,0.016
,,,-0.000873,0.014
,,,-0.000872,0.014
,,,-0.000871,0.014
,,,-0.00087,0.014
,,,-0.000869,0.01
,,,-0.000868,0.012
,,,-0.000867,0.01
,,,-0.000866,0.006
,,,-0.000865,0.006
,,,-0.000864,0.002
,,,-0.000863,0.002
,,,-0.000862,-0.002
,,,-0.000861,-0.002
,,,-0.00086,-0.002
,,,-0.000859,-0.006
,,,-0.000858,-0.004
,,,-0.000857,-0.008
,,,-0.000856,-0.008
,,,-0.000855,-0.004
,,,-0.000854,-0.008
,,,-0.000853,-0.006
,,,-0.000852,-0.006
,,,-0.000851,-0.008
,,,-0.00085,-0.006
,,,-0.000849,-0.01
,,,-0.000848,-0.006
,,,-0.000847,-0.008
,,,-0.000846,-0.01
,,,-0.000845,-0.008
,,,-0.000844,-0.01
,,,-0.000843,-0.008
,,,-0.000842,-0.006
,,,-0.000841,-0.006
,,,-0.00084,-0.006
,,,-0.000839,-0.004
,,,-0.000838,-0.004
,,,-0.000837,-0.006
,,,-0.000836,-0.004
,,,-0.000835,0
,,,-0.000834,-0.002
,,,-0.000833,-0.002
,,,-0.000832,0
,,,-0.000831,-0.006
,,,-0.00083,-0.004
,,,-0.000829,-0.006
,,,-0.000828,-0.008
,,,-0.000827,-0.008
,,,-0.000826,-0.008
,,,-0.000825,-0.01
,,,-0.000824,-0.01
,,,-0.000823,-0.01
,,,-0.000822,-0.006
,,,-0.000821,-0.008
,,,-0.00082,-0.008
,,,-0.000819,-0.008
,,,-0.000818,-0.008
,,,-0.000817,-0.008
,,,-0.000816,-0.01
,,,-0.000815,-0.008
,,,-0.000814,-0.01
,,,-0.000813,-0.008
,,,-0.000812,-0.008
,,,-0.000811,-0.008
,,,-0.00081,-0.008
,,,-0.000809,-0.008
,,,-0.000808,-0.006
,,,-0.000807,-0.006
,,,-0.000806,-0.008
,,,-0.000805,-0.006
,,,-0.000804,-0.01
,,,-0.000803,-0.008
,,,-0.000802,-0.006
,,,-0.000801,-0.008
,,,-0.0008,-0.008
,,,-0.000799,-0.01
,,,-0.000798,-0.008
,,,-0.000797,-0.012
,,,-0.000796,-0.01
,,,-0.000795,-0.006
,,,-0.000794,-0.006
,,,-0.000793,-0.006
,,,-0.000792,-0.006
,,,-0.000791,-0.008
,,,-0.00079,-0.008
,,,-0.000789,-0.008
,,,-0.000788,-0.01
,,,-0.000787,-0.01
,,,-0.000786,-0.01
,,,-0.000785,-0.006
,,,-0.000784,-0.006
,,,-0.000783,-0.006
,,,-0.000782,-0.006
,,,-0.000781,-0.006
,,,-0.00078,-0.008
,,,-0.000779,-0.008
,,,-0.000778,-0.008
,,,-0.000777,-0.008
,,,-0.000776,-0.008
,,,-0.000775,-0.008
,,,-0.000774,-0.008
,,,-0.000773,-0.01
,,,-0.000772,-0.006
,,,-0.000771,-0.008
,,,-0.00077,-0.006
,,,-0.000769,-0.004
,,,-0.000768,-0.008
,,,-0.000767,-0.008
,,,-0.000766,-0.006
,,,-0.000765,-0.01
,,,-0.000764,-0.01
,,,-0.000763,-0.008
,,,-0.000762,-0.008
,,,-0.000761,-0.008
,,,-0.00076,-0.01
,,,-0.000759,-0.006
,,,-0.000758,-0.008
,,,-0.000757,-0.008
,,,-0.000756,-0.006
,,,-0.000755,-0.008
,,,-0.000754,-0.006
,,,-0.000753,-0.01
,,,-0.000752,-0.008
,,,-0.000751,-0.01
,,,-0.00075,-0.01
,,,-0.000749,-0.01
,,,-0.000748,-0.008
,,,-0.000747,-0.012
,,,-0.000746,-0.006
,,,-0.000745,-0.008
,,,-0.000744,-0.008
,,,-0.000743,-0.006
,,,-0.000742,-0.006
,,,-0.000741,-0.008
,,,-0.00074,-0.01
,,,-0.000739,-0.006
,,,-0.000738,-0.006
,,,-0.000737,-0.004
,,,-0.000736,-0.002
,,,-0.000735,0
,,,-0.000734,-0.002
,,,-0.000733,0.002
,,,-0.000732,0.002
,,,-0.000731,0.004
,,,-0.00073,0.006
,,,-0.000729,0.006
,,,-0.000728,0.004
,,,-0.000727,0.008
,,,-0.000726,0.006
,,,-0.000725,0.006
,,,-0.000724,0.008
,,,-0.000723,0.012
,,,-0.000722,0.01
,,,-0.000721,0.01
,,,-0.00072,0.01
,,,-0.000719,0.012
,,,-0.000718,0.012
,,,-0.000717,0.008
,,,-0.000716,0.012
,,,-0.000715,0.008
,,,-0.000714,0.008
,,,-0.000713,0.008
,,,-0.000712,0.008
,,,-0.000711,0.008
,,,-0.00071,0.004
,,,-0.000709,0.002
,,,-0.000708,0
,,,-0.000707,-0.002
,,,-0.000706,-0.002
,,,-0.000705,-0.006
,,,-0.000704,-0.006
,,,-0.000703,-0.008
,,,-0.000702,-0.008
,,,-0.000701,-0.01
,,,-0.0007,-0.008
,,,-0.000699,-0.008
,,,-0.000698,-0.008
,,,-0.000697,-0.008
,,,-0.000696,-0.004
,,,-0.000695,-0.006
,,,-0.000694,-0.008
,,,-0.000693,-0.008
,,,-0.000692,-0.008
,,,-0.000691,-0.01
,,,-0.00069,-0.006
,,,-0.000689,-0.008
,,,-0.000688,-0.008
,,,-0.000687,-0.01
,,,-0.000686,-0.008
,,,-0.000685,-0.01
,,,-0.000684,-0.008
,,,-0.000683,-0.006
,,,-0.000682,-0.006
,,,-0.000681,-0.01
,,,-0.00068,-0.008
,,,-0.000679,-0.006
,,,-0.000678,-0.014
,,,-0.000677,-0.01
,,,-0.000676,-0.014
,,,-0.000675,-0.02
,,,-0.000674,-0.026
,,,-0.000673,-0.032
,,,-0.000672,-0.022
,,,-0.000671,0.004
,,,-0.00067,0.022
,,,-0.000669,0.042
,,,-0.000668,0.064
,,,-0.000667,0.084
,,,-0.000666,0.104
,,,-0.000665,0.126
,,,-0.000664,0.148
,,,-0.000663,0.132
,,,-0.000662,0.112
,,,-0.000661,0.09
,,,-0.00066,0.07
,,,-0.000659,0.048
,,,-0.000658,0.028
,,,-0.000657,0.008
,,,-0.000656,-0.016
,,,-0.000655,-0.038
,,,-0.000654,-0.052
,,,-0.000653,-0.042
,,,-0.000652,-0.03
,,,-0.000651,-0.022
,,,-0.00065,-0.014
,,,-0.000649,-0.01
,,,-0.000648,-0.01
,,,-0.000647,-0.006
,,,-0.000646,-0.01
,,,-0.000645,-0.008
,,,-0.000644,-0.006
,,,-0.000643,-0.008
,,,-0.000642,-0.01
,,,-0.000641,-0.006
,,,-0.00064,-0.008
,,,-0.000639,-0.01
,,,-0.000638,-0.01
,,,-0.000637,-0.008
,,,-0.000636,-0.008
,,,-0.000635,-0.006
,,,-0.000634,-0.008
,,,-0.000633,-0.006
,,,-0.000632,-0.008
,,,-0.000631,-0.008
,,,-0.00063,-0.01
,,,-0.000629,-0.01
,,,-0.000628,-0.008
,,,-0.000627,-0.008
,,,-0.000626,-0.008
,,,-0.000625,-0.008
,,,-0.000624,-0.008
,,,-0.000623,-0.008
,,,-0.000622,-0.008
,,,-0.000621,-0.008
,,,-0.00062,-0.006
,,,-0.000619,-0.01
,,,-0.000618,-0.008
,,,-0.000617,-0.01
,,,-0.000616,-0.008
,,,-0.000615,-0.008
,,,-0.000614,-0.006
,,,-0.000613,-0.008
,,,-0.000612,-0.01
,,,-0.000611,-0.008
,,,-0.00061,-0.006
,,,-0.000609,-0.006
,,,-0.000608,-0.008
,,,-0.000607,-0.008
,,,-0.000606,-0.01
,,,-0.000605,-0.01
,,,-0.000604,-0.01
,,,-0.000603,-0.01
,,,-0.000602,-0.01
,,,-0.000601,-0.01
,,,-0.0006,-0.01
,,,-0.000599,-0.01
,,,-0.000598,-0.006
,,,-0.000597,-0.006
,,,-0.000596,-0.004
,,,-0.000595,-0.002
,,,-0.000594,-0.004
,,,-0.000593,-0.004
,,,-0.000592,-0.002
,,,-0.000591,0
,,,-0.00059,0
,,,-0.000589,0
,,,-0.000588,0.004
,,,-0.000587,0.006
,,,-0.000586,0.006
,,,-0.000585,0.008
,,,-0.000584,0.006
,,,-0.000583,0.004
,,,-0.000582,0.006
,,,-0.000581,0.01
,,,-0.00058,0.008
,,,-0.000579,0.01
,,,-0.000578,0.01
,,,-0.000577,0.012
,,,-0.000576,0.012
,,,-0.000575,0.012
,,,-0.000574,0.014
,,,-0.000573,0.012
,,,-0.000572,0.014
,,,-0.000571,0.014
,,,-0.00057,0.014
,,,-0.000569,0.016
,,,-0.000568,0.016
,,,-0.000567,0.016
,,,-0.000566,0.018
,,,-0.000565,0.016
,,,-0.000564,0.02
,,,-0.000563,0.02
,,,-0.000562,0.016
,,,-0.000561,0.02
,,,-0.00056,0.02
,,,-0.000559,0.02
,,,-0.000558,0.016
,,,-0.000557,0.018
,,,-0.000556,0.02
,,,-0.000555,0.016
,,,-0.000554,0.018
,,,-0.000553,0.02
,,,-0.000552,0.02
,,,-0.000551,0.022
,,,-0.00055,0.02
,,,-0.000549,0.02
,,,-0.000548,0.024
,,,-0.000547,0.018
,,,-0.000546,0.02
,,,-0.000545,0.02
,,,-0.000544,0.02
,,,-0.000543,0.016
,,,-0.000542,0.018
,,,-0.000541,0.018
,,,-0.00054,0.018
,,,-0.000539,0.014
,,,-0.000538,0.014
,,,-0.000537,0.014
,,,-0.000536,0.01
,,,-0.000535,0.01
,,,-0.000534,0.01
,,,-0.000533,0.008
,,,-0.000532,0.006
,,,-0.000531,0.004
,,,-0.00053,0.002
,,,-0.000529,0.002
,,,-0.000528,0
,,,-0.000527,-0.002
,,,-0.000526,0
,,,-0.000525,-0.006
,,,-0.000524,-0.006
,,,-0.000523,-0.006
,,,-0.000522,-0.006
,,,-0.000521,-0.008
,,,-0.00052,-0.006
,,,-0.000519,-0.01
,,,-0.000518,-0.008
,,,-0.000517,-0.008
,,,-0.000516,-0.008
,,,-0.000515,-0.01
,,,-0.000514,-0.01
,,,-0.000513,-0.008
,,,-0.000512,-0.006
,,,-0.000511,-0.008
,,,-0.00051,-0.006
,,,-0.000509,-0.01
,,,-0.000508,-0.008
,,,-0.000507,-0.008
,,,-0.000506,-0.006
,,,-0.000505,-0.004
,,,-0.000504,-0.008
,,,-0.000503,0
,,,-0.000502,0
,,,-0.000501,-0.002
,,,-0.0005,0
,,,-0.000499,0
,,,-0.000498,-0.004
,,,-0.000497,0
,,,-0.000496,-0.006
,,,-0.000495,-0.006
,,,-0.000494,-0.008
,,,-0.000493,-0.008
,,,-0.000492,-0.01
,,,-0.000491,-0.008
,,,-0.00049,-0.008
,,,-0.000489,-0.006
,,,-0.000488,-0.008
,,,-0.000487,-0.006
,,,-0.000486,-0.008
,,,-0.000485,-0.008
,,,-0.000484,-0.01
,,,-0.000483,-0.01
,,,-0.000482,-0.008
,,,-0.000481,-0.006
,,,-0.00048,-0.008
,,,-0.000479,-0.008
,,,-0.000478,-0.006
,,,-0.000477,-0.006
,,,-0.000476,-0.004
,,,-0.000475,-0.006
,,,-0.000474,-0.006
,,,-0.000473,-0.008
,,,-0.000472,-0.008
,,,-0.000471,-0.012
,,,-0.00047,-0.004
,,,-0.000469,-0.01
,,,-0.000468,-0.012
,,,-0.000467,-0.008
,,,-0.000466,-0.01
,,,-0.000465,-0.008
,,,-0.000464,-0.008
,,,-0.000463,-0.006
,,,-0.000462,-0.006
,,,-0.000461,-0.008
,,,-0.00046,-0.008
,,,-0.000459,-0.006
,,,-0.000458,-0.01
,,,-0.000457,-0.01
,,,-0.000456,-0.008
,,,-0.000455,-0.008
,,,-0.000454,-0.006
,,,-0.000453,-0.008
,,,-0.000452,-0.008
,,,-0.000451,-0.008
,,,-0.00045,-0.006
,,,-0.000449,-0.008
,,,-0.000448,-0.008
,,,-0.000447,-0.008
,,,-0.000446,-0.006
,,,-0.000445,-0.01
,,,-0.000444,-0.01
,,,-0.000443,-0.008
,,,-0.000442,-0.008
,,,-0.000441,-0.006
,,,-0.00044,-0.01
,,,-0.000439,-0.006
,,,-0.000438,-0.008
,,,-0.000437,-0.008
,,,-0.000436,-0.006
,,,-0.000435,-0.012
,,,-0.000434,-0.008
,,,-0.000433,-0.008
,,,-0.000432,-0.006
,,,-0.000431,-0.008
,,,-0.00043,-0.008
,,,-0.000429,-0.006
,,,-0.000428,-0.008
,,,-0.000427,-0.006
,,,-0.000426,-0.004
,,,-0.000425,-0.01
,,,-0.000424,-0.004
,,,-0.000423,-0.006
,,,-0.000422,-0.01
,,,-0.000421,-0.01
,,,-0.00042,-0.008
,,,-0.000419,-0.006
,,,-0.000418,-0.008
,,,-0.000417,-0.01
,,,-0.000416,-0.006
,,,-0.000415,-0.008
,,,-0.000414,-0.012
,,,-0.000413,-0.006
,,,-0.000412,-0.006
,,,-0.000411,-0.006
,,,-0.00041,-0.01
,,,-0.000409,-0.006
,,,-0.000408,-0.01
,,,-0.000407,-0.008
,,,-0.000406,-0.006
,,,-0.000405,-0.006
,,,-0.000404,-0.006
,,,-0.000403,-0.002
,,,-0.000402,0
,,,-0.000401,-0.002
,,,-0.0004,0.002
,,,-0.000399,0.002
,,,-0.000398,0.004
,,,-0.000397,0.004
,,,-0.000396,0.006
,,,-0.000395,0.004
,,,-0.000394,0.006
,,,-0.000393,0.008
,,,-0.000392,0.01
,,,-0.000391,0.008
,,,-0.00039,0.012
,,,-0.000389,0.012
,,,-0.000388,0.01
,,,-0.000387,0.012
,,,-0.000386,0.01
,,,-0.000385,0.01
,,,-0.000384,0.01
,,,-0.000383,0.012
,,,-0.000382,0.01
,,,-0.000381,0.01
,,,-0.00038,0.01
,,,-0.000379,0.006
,,,-0.000378,0.008
,,,-0.000377,0.006
,,,-0.000376,0.004
,,,-0.000375,0.002
,,,-0.000374,0
,,,-0.000373,-0.002
,,,-0.000372,-0.006
,,,-0.000371,-0.008
,,,-0.00037,-0.006
,,,-0.000369,-0.008
,,,-0.000368,-0.008
,,,-0.000367,-0.008
,,,-0.000366,-0.008
,,,-0.000365,-0.008
,,,-0.000364,-0.008
,,,-0.000363,-0.006
,,,-0.000362,-0.01
,,,-0.000361,-0.008
,,,-0.00036,-0.008
,,,-0.000359,-0.008
,,,-0.000358,-0.01
,,,-0.000357,-0.008
,,,-0.000356,-0.006
,,,-0.000355,-0.006
,,,-0.000354,-0.006
,,,-0.000353,-0.008
,,,-0.000352,-0.008
,,,-0.000351,-0.006
,,,-0.00035,-0.006
,,,-0.000349,-0.008
,,,-0.000348,-0.008
,,,-0.000347,-0.008
,,,-0.000346,-0.01
,,,-0.000345,-0.008
,,,-0.000344,-0.01
,,,-0.000343,-0.012
,,,-0.000342,-0.018
,,,-0.000341,-0.022
,,,-0.00034,-0.03
,,,-0.000339,-0.03
,,,-0.000338,-0.006
,,,-0.000337,0.014
,,,-0.000336,0.032
,,,-0.000335,0.054
,,,-0.000334,0.078
,,,-0.000333,0.1
,,,-0.000332,0.118
,,,-0.000331,0.142
,,,-0.00033,0.14
,,,-0.000329,0.12
,,,-0.000328,0.098
,,,-0.000327,0.078
,,,-0.000326,0.058
,,,-0.000325,0.034
,,,-0.000324,0.014
,,,-0.000323,-0.01
,,,-0.000322,-0.032
,,,-0.000321,-0.052
,,,-0.00032,-0.042
,,,-0.000319,-0.032
,,,-0.000318,-0.024
,,,-0.000317,-0.016
,,,-0.000316,-0.014
,,,-0.000315,-0.008
,,,-0.000314,-0.008
,,,-0.000313,-0.006
,,,-0.000312,-0.01
,,,-0.000311,-0.008
,,,-0.00031,-0.008
,,,-0.000309,-0.008
,,,-0.000308,-0.008
,,,-0.000307,-0.008
,,,-0.000306,-0.008
,,,-0.000305,-0.008
,,,-0.000304,-0.008
,,,-0.000303,-0.008
,,,-0.000302,-0.006
,,,-0.000301,-0.008
,,,-0.0003,-0.008
,,,-0.000299,-0.006
,,,-0.000298,-0.008
,,,-0.000297,-0.01
,,,-0.000296,-0.01
,,,-0.000295,-0.008
,,,-0.000294,-0.006
,,,-0.000293,-0.008
,,,-0.000292,-0.008
,,,-0.000291,-0.008
,,,-0.00029,-0.01
,,,-0.000289,-0.01
,,,-0.000288,-0.008
,,,-0.000287,-0.008
,,,-0.000286,-0.01
,,,-0.000285,-0.008
,,,-0.000284,-0.01
,,,-0.000283,-0.01
,,,-0.000282,-0.01
,,,-0.000281,-0.006
,,,-0.00028,-0.008
,,,-0.000279,-0.004
,,,-0.000278,-0.006
,,,-0.000277,-0.01
,,,-0.000276,-0.01
,,,-0.000275,-0.008
,,,-0.000274,-0.008
,,,-0.000273,-0.008
,,,-0.000272,-0.008
,,,-0.000271,-0.008
,,,-0.00027,-0.01
,,,-0.000269,-0.008
,,,-0.000268,-0.006
,,,-0.000267,-0.01
,,,-0.000266,-0.008
,,,-0.000265,-0.006
,,,-0.000264,-0.004
,,,-0.000263,-0.006
,,,-0.000262,-0.004
,,,-0.000261,-0.004
,,,-0.00026,-0.004
,,,-0.000259,0
,,,-0.000258,0
,,,-0.000257,0.002
,,,-0.000256,0.002
,,,-0.000255,0.004
,,,-0.000254,0.006
,,,-0.000253,0.004
,,,-0.000252,0.008
,,,-0.000251,0.006
,,,-0.00025,0.004
,,,-0.000249,0.006
,,,-0.000248,0.01
,,,-0.000247,0.006
,,,-0.000246,0.008
,,,-0.000245,0.012
,,,-0.000244,0.01
,,,-0.000243,0.014
,,,-0.000242,0.012
,,,-0.000241,0.012
,,,-0.00024,0.012
,,,-0.000239,0.014
,,,-0.000238,0.014
,,,-0.000237,0.014
,,,-0.000236,0.012
